time,station,waiting_passengers
19:45,ADM,10203
19:45,AIR,13880
19:45,AUS,13031
19:45,AWE,14068
19:45,CAB,12361
19:45,CEN,11843
19:45,CHH,12335
19:45,CHW,13547
19:45,CIO,13081
19:45,CKT,13055
19:45,CSW,12313
19:45,DIH,11214
19:45,DIS,13621
19:45,ETS,13005
19:45,EXC,12841
19:45,FAN,13062
19:45,FOH,12491
19:45,FOT,12548
19:45,HAH,13599
19:45,HEO,13337
19:45,HFC,13311
19:45,HIK,13139
19:45,HKU,13286
19:45,HOK,12954
19:45,HOM,12382
19:45,HUH,10954
19:45,JOR,12435
19:45,KAT,13204
19:45,KET,13356
19:45,KOB,12365
19:45,KOT,10315
19:45,KOW,13280
19:45,KSR,13241
19:45,KWF,13108
19:45,KWH,13282
19:45,KWT,12614
19:45,LAK,11195
19:45,LAT,12529
19:45,LCK,12240
19:45,LET,13385
19:45,LHP,14591
19:45,LMC,14075
19:45,LOF,12409
19:45,LOP,13465
19:45,LOW,14056
19:45,MEF,10688
19:45,MKK,12535
19:45,MOK,9924
19:45,MOS,13663
19:45,NAC,11909
19:45,NOP,11808
19:45,NTK,12442
19:45,OCP,12964
19:45,OLY,13623
19:45,POA,13848
19:45,PRE,10384
19:45,QUB,11564
19:45,SHM,13026
19:45,SHS,13259
19:45,SHT,12685
19:45,SHW,12948
19:45,SIH,13716
19:45,SKM,12361
19:45,SKW,13144
19:45,SOH,13684
19:45,SSP,12250
19:45,STW,13070
19:45,SUN,13668
19:45,SUW,12947
19:45,SWH,13110
19:45,SYP,13270
19:45,TAK,12914
19:45,TAP,12700
19:45,TAW,11166
19:45,TIH,12342
19:45,TIK,11793
19:45,TIS,13466
19:45,TKO,13011
19:45,TKW,12963
19:45,TSH,13290
19:45,TST,12295
19:45,TSW,13345
19:45,TSY,12419
19:45,TUC,13885
19:45,TUM,13768
19:45,TWH,13345
19:45,TWO,12817
19:45,TWW,12654
19:45,UNI,12720
19:45,WAC,12239
19:45,WCH,13356
19:45,WHA,13523
19:45,WKS,13812
19:45,WTS,12433
19:45,YAT,11212
19:45,YMT,10056
19:45,YUL,13329
19:46,ADM,10218
19:46,AIR,13894
19:46,AUS,13035
19:46,AWE,14078
19:46,CAB,12369
19:46,CEN,11856
19:46,CHH,12342
19:46,CHW,13565
19:46,CIO,13093
19:46,CKT,13064
19:46,CSW,12324
19:46,DIH,11225
19:46,DIS,13635
19:46,ETS,13019
19:46,EXC,12850
19:46,FAN,13077
19:46,FOH,12498
19:46,FOT,12556
19:46,HAH,13607
19:46,HEO,13347
19:46,HFC,13318
19:46,HIK,13149
19:46,HKU,13290
19:46,HOK,12976
19:46,HOM,12394
19:46,HUH,10968
19:46,JOR,12447
19:46,KAT,13214
19:46,KET,13364
19:46,KOB,12375
19:46,KOT,10325
19:46,KOW,13296
19:46,KSR,13251
19:46,KWF,13119
19:46,KWH,13289
19:46,KWT,12628
19:46,LAK,11205
19:46,LAT,12534
19:46,LCK,12248
19:46,LET,13396
19:46,LHP,14602
19:46,LMC,14094
19:46,LOF,12423
19:46,LOP,13476
19:46,LOW,14073
19:46,MEF,10692
19:46,MKK,12546
19:46,MOK,9941
19:46,MOS,13670
19:46,NAC,11917
19:46,NOP,11822
19:46,NTK,12457
19:46,OCP,12971
19:46,OLY,13636
19:46,POA,13859
19:46,PRE,10400
19:46,QUB,11566
19:46,SHM,13038
19:46,SHS,13269
19:46,SHT,12699
19:46,SHW,12950
19:46,SIH,13727
19:46,SKM,12369
19:46,SKW,13159
19:46,SOH,13693
19:46,SSP,12256
19:46,STW,13073
19:46,SUN,13677
19:46,SUW,12954
19:46,SWH,13118
19:46,SYP,13281
19:46,TAK,12923
19:46,TAP,12711
19:46,TAW,11174
19:46,TIH,12356
19:46,TIK,11802
19:46,TIS,13478
19:46,TKO,13016
19:46,TKW,12978
19:46,TSH,13293
19:46,TST,12303
19:46,TSW,13357
19:46,TSY,12429
19:46,TUC,13899
19:46,TUM,13785
19:46,TWH,13360
19:46,TWO,12836
19:46,TWW,12667
19:46,UNI,12732
19:46,WAC,12252
19:46,WCH,13367
19:46,WHA,13531
19:46,WKS,13833
19:46,WTS,12439
19:46,YAT,11221
19:46,YMT,10070
19:46,YUL,13338
19:47,ADM,10232
19:47,AIR,13901
19:47,AUS,13047
19:47,AWE,14091
19:47,CAB,12377
19:47,CEN,11864
19:47,CHH,12353
19:47,CHW,13572
19:47,CIO,13101
19:47,CKT,13083
19:47,CSW,12331
19:47,DIH,11232
19:47,DIS,13652
19:47,ETS,13037
19:47,EXC,12858
19:47,FAN,13085
19:47,FOH,12510
19:47,FOT,12562
19:47,HAH,13610
19:47,HEO,13356
19:47,HFC,13330
19:47,HIK,13160
19:47,HKU,13303
19:47,HOK,12992
19:47,HOM,12404
19:47,HUH,10977
19:47,JOR,12455
19:47,KAT,13225
19:47,KET,13378
19:47,KOB,12384
19:47,KOT,10330
19:47,KOW,13309
19:47,KSR,13259
19:47,KWF,13132
19:47,KWH,13300
19:47,KWT,12637
19:47,LAK,11220
19:47,LAT,12548
19:47,LCK,12254
19:47,LET,13406
19:47,LHP,14609
19:47,LMC,14113
19:47,LOF,12429
19:47,LOP,13499
19:47,LOW,14086
19:47,MEF,10691
19:47,MKK,12557
19:47,MOK,9947
19:47,MOS,13684
19:47,NAC,11932
19:47,NOP,11832
19:47,NTK,12469
19:47,OCP,12979
19:47,OLY,13648
19:47,POA,13874
19:47,PRE,10410
19:47,QUB,11579
19:47,SHM,13051
19:47,SHS,13281
19:47,SHT,12710
19:47,SHW,12966
19:47,SIH,13740
19:47,SKM,12376
19:47,SKW,13179
19:47,SOH,13705
19:47,SSP,12271
19:47,STW,13081
19:47,SUN,13691
19:47,SUW,12970
19:47,SWH,13122
19:47,SYP,13297
19:47,TAK,12936
19:47,TAP,12721
19:47,TAW,11186
19:47,TIH,12361
19:47,TIK,11816
19:47,TIS,13483
19:47,TKO,13033
19:47,TKW,12992
19:47,TSH,13305
19:47,TST,12312
19:47,TSW,13369
19:47,TSY,12438
19:47,TUC,13906
19:47,TUM,13799
19:47,TWH,13372
19:47,TWO,12845
19:47,TWW,12680
19:47,UNI,12748
19:47,WAC,12262
19:47,WCH,13382
19:47,WHA,13541
19:47,WKS,13843
19:47,WTS,12451
19:47,YAT,11220
19:47,YMT,10086
19:47,YUL,13348
19:48,ADM,10241
19:48,AIR,13918
19:48,AUS,13056
19:48,AWE,14109
19:48,CAB,12389
19:48,CEN,11874
19:48,CHH,12367
19:48,CHW,13585
19:48,CIO,13118
19:48,CKT,13086
19:48,CSW,12350
19:48,DIH,11239
19:48,DIS,13667
19:48,ETS,13038
19:48,EXC,12872
19:48,FAN,13096
19:48,FOH,12527
19:48,FOT,12571
19:48,HAH,13619
19:48,HEO,13362
19:48,HFC,13335
19:48,HIK,13172
19:48,HKU,13323
19:48,HOK,13002
19:48,HOM,12412
19:48,HUH,10984
19:48,JOR,12461
19:48,KAT,13226
19:48,KET,13395
19:48,KOB,12389
19:48,KOT,10336
19:48,KOW,13321
19:48,KSR,13275
19:48,KWF,13138
19:48,KWH,13310
19:48,KWT,12645
19:48,LAK,11229
19:48,LAT,12559
19:48,LCK,12262
19:48,LET,13417
19:48,LHP,14622
19:48,LMC,14125
19:48,LOF,12440
19:48,LOP,13512
19:48,LOW,14096
19:48,MEF,10700
19:48,MKK,12569
19:48,MOK,9948
19:48,MOS,13694
19:48,NAC,11947
19:48,NOP,11838
19:48,NTK,12483
19:48,OCP,12995
19:48,OLY,13658
19:48,POA,13884
19:48,PRE,10420
19:48,QUB,11590
19:48,SHM,13062
19:48,SHS,13296
19:48,SHT,12719
19:48,SHW,12974
19:48,SIH,13753
19:48,SKM,12386
19:48,SKW,13179
19:48,SOH,13718
19:48,SSP,12272
19:48,STW,13098
19:48,SUN,13703
19:48,SUW,12985
19:48,SWH,13140
19:48,SYP,13301
19:48,TAK,12952
19:48,TAP,12729
19:48,TAW,11195
19:48,TIH,12361
19:48,TIK,11829
19:48,TIS,13505
19:48,TKO,13046
19:48,TKW,12997
19:48,TSH,13311
19:48,TST,12328
19:48,TSW,13382
19:48,TSY,12448
19:48,TUC,13916
19:48,TUM,13809
19:48,TWH,13383
19:48,TWO,12855
19:48,TWW,12691
19:48,UNI,12757
19:48,WAC,12277
19:48,WCH,13392
19:48,WHA,13555
19:48,WKS,13855
19:48,WTS,12459
19:48,YAT,11233
19:48,YMT,10099
19:48,YUL,13359
19:49,ADM,10234
19:49,AIR,13924
19:49,AUS,13073
19:49,AWE,14128
19:49,CAB,12401
19:49,CEN,11888
19:49,CHH,12384
19:49,CHW,13589
19:49,CIO,13135
19:49,CKT,13092
19:49,CSW,12356
19:49,DIH,11250
19:49,DIS,13670
19:49,ETS,13041
19:49,EXC,12883
19:49,FAN,13110
19:49,FOH,12541
19:49,FOT,12586
19:49,HAH,13627
19:49,HEO,13370
19:49,HFC,13349
19:49,HIK,13179
19:49,HKU,13338
19:49,HOK,13015
19:49,HOM,12428
19:49,HUH,10990
19:49,JOR,12476
19:49,KAT,13227
19:49,KET,13403
19:49,KOB,12399
19:49,KOT,10348
19:49,KOW,13330
19:49,KSR,13284
19:49,KWF,13145
19:49,KWH,13319
19:49,KWT,12653
19:49,LAK,11236
19:49,LAT,12560
19:49,LCK,12275
19:49,LET,13427
19:49,LHP,14644
19:49,LMC,14137
19:49,LOF,12453
19:49,LOP,13518
19:49,LOW,14103
19:49,MEF,10709
19:49,MKK,12589
19:49,MOK,9963
19:49,MOS,13712
19:49,NAC,11954
19:49,NOP,11845
19:49,NTK,12493
19:49,OCP,13004
19:49,OLY,13670
19:49,POA,13889
19:49,PRE,10430
19:49,QUB,11599
19:49,SHM,13074
19:49,SHS,13311
19:49,SHT,12733
19:49,SHW,12985
19:49,SIH,13765
19:49,SKM,12403
19:49,SKW,13193
19:49,SOH,13727
19:49,SSP,12289
19:49,STW,13112
19:49,SUN,13720
19:49,SUW,12993
19:49,SWH,13149
19:49,SYP,13310
19:49,TAK,12951
19:49,TAP,12746
19:49,TAW,11212
19:49,TIH,12373
19:49,TIK,11835
19:49,TIS,13521
19:49,TKO,13061
19:49,TKW,13007
19:49,TSH,13327
19:49,TST,12336
19:49,TSW,13393
19:49,TSY,12452
19:49,TUC,13925
19:49,TUM,13815
19:49,TWH,13395
19:49,TWO,12862
19:49,TWW,12699
19:49,UNI,12767
19:49,WAC,12277
19:49,WCH,13404
19:49,WHA,13565
19:49,WKS,13872
19:49,WTS,12466
19:49,YAT,11244
19:49,YMT,10108
19:49,YUL,13373
19:50,ADM,10243
19:50,AIR,13937
19:50,AUS,13083
19:50,AWE,14135
19:50,CAB,12411
19:50,CEN,11900
19:50,CHH,12389
19:50,CHW,13596
19:50,CIO,13143
19:50,CKT,13097
19:50,CSW,12363
19:50,DIH,11267
19:50,DIS,13677
19:50,ETS,13054
19:50,EXC,12893
19:50,FAN,13120
19:50,FOH,12548
19:50,FOT,12601
19:50,HAH,13637
19:50,HEO,13380
19:50,HFC,13361
19:50,HIK,13182
19:50,HKU,13357
19:50,HOK,13019
19:50,HOM,12441
19:50,HUH,11004
19:50,JOR,12485
19:50,KAT,13240
19:50,KET,13417
19:50,KOB,12418
19:50,KOT,10348
19:50,KOW,13341
19:50,KSR,13287
19:50,KWF,13162
19:50,KWH,13329
19:50,KWT,12666
19:50,LAK,11252
19:50,LAT,12572
19:50,LCK,12291
19:50,LET,13445
19:50,LHP,14654
19:50,LMC,14142
19:50,LOF,12463
19:50,LOP,13524
19:50,LOW,14118
19:50,MEF,10719
19:50,MKK,12596
19:50,MOK,9975
19:50,MOS,13719
19:50,NAC,11956
19:50,NOP,11859
19:50,NTK,12502
19:50,OCP,13016
19:50,OLY,13688
19:50,POA,13907
19:50,PRE,10424
19:50,QUB,11609
19:50,SHM,13085
19:50,SHS,13328
19:50,SHT,12750
19:50,SHW,12998
19:50,SIH,13770
19:50,SKM,12410
19:50,SKW,13203
19:50,SOH,13741
19:50,SSP,12302
19:50,STW,13119
19:50,SUN,13735
19:50,SUW,13004
19:50,SWH,13159
19:50,SYP,13320
19:50,TAK,12965
19:50,TAP,12756
19:50,TAW,11217
19:50,TIH,12380
19:50,TIK,11854
19:50,TIS,13534
19:50,TKO,13075
19:50,TKW,13020
19:50,TSH,13342
19:50,TST,12349
19:50,TSW,13410
19:50,TSY,12461
19:50,TUC,13932
19:50,TUM,13818
19:50,TWH,13410
19:50,TWO,12874
19:50,TWW,12705
19:50,UNI,12778
19:50,WAC,12292
19:50,WCH,13402
19:50,WHA,13582
19:50,WKS,13878
19:50,WTS,12468
19:50,YAT,11244
19:50,YMT,10109
19:50,YUL,13391
19:51,ADM,10246
19:51,AIR,13944
19:51,AUS,13094
19:51,AWE,14148
19:51,CAB,12424
19:51,CEN,11914
19:51,CHH,12393
19:51,CHW,13609
19:51,CIO,13155
19:51,CKT,13106
19:51,CSW,12365
19:51,DIH,11286
19:51,DIS,13688
19:51,ETS,13065
19:51,EXC,12906
19:51,FAN,13133
19:51,FOH,12552
19:51,FOT,12607
19:51,HAH,13647
19:51,HEO,13395
19:51,HFC,13369
19:51,HIK,13192
19:51,HKU,13364
19:51,HOK,13034
19:51,HOM,12452
19:51,HUH,11012
19:51,JOR,12499
19:51,KAT,13252
19:51,KET,13420
19:51,KOB,12431
19:51,KOT,10357
19:51,KOW,13356
19:51,KSR,13299
19:51,KWF,13175
19:51,KWH,13340
19:51,KWT,12678
19:51,LAK,11269
19:51,LAT,12576
19:51,LCK,12307
19:51,LET,13460
19:51,LHP,14670
19:51,LMC,14157
19:51,LOF,12474
19:51,LOP,13537
19:51,LOW,14134
19:51,MEF,10728
19:51,MKK,12617
19:51,MOK,9984
19:51,MOS,13733
19:51,NAC,11965
19:51,NOP,11869
19:51,NTK,12507
19:51,OCP,13022
19:51,OLY,13699
19:51,POA,13923
19:51,PRE,10433
19:51,QUB,11618
19:51,SHM,13093
19:51,SHS,13338
19:51,SHT,12757
19:51,SHW,13003
19:51,SIH,13786
19:51,SKM,12421
19:51,SKW,13219
19:51,SOH,13752
19:51,SSP,12311
19:51,STW,13130
19:51,SUN,13743
19:51,SUW,13019
19:51,SWH,13167
19:51,SYP,13329
19:51,TAK,12975
19:51,TAP,12766
19:51,TAW,11216
19:51,TIH,12398
19:51,TIK,11857
19:51,TIS,13545
19:51,TKO,13086
19:51,TKW,13028
19:51,TSH,13355
19:51,TST,12356
19:51,TSW,13426
19:51,TSY,12470
19:51,TUC,13943
19:51,TUM,13827
19:51,TWH,13424
19:51,TWO,12894
19:51,TWW,12717
19:51,UNI,12791
19:51,WAC,12307
19:51,WCH,13412
19:51,WHA,13588
19:51,WKS,13891
19:51,WTS,12480
19:51,YAT,11253
19:51,YMT,10107
19:51,YUL,13404
19:52,ADM,10252
19:52,AIR,13957
19:52,AUS,13102
19:52,AWE,14157
19:52,CAB,12423
19:52,CEN,11925
19:52,CHH,12403
19:52,CHW,13623
19:52,CIO,13167
19:52,CKT,13117
19:52,CSW,12374
19:52,DIH,11290
19:52,DIS,13700
19:52,ETS,13076
19:52,EXC,12919
19:52,FAN,13135
19:52,FOH,12565
19:52,FOT,12621
19:52,HAH,13653
19:52,HEO,13408
19:52,HFC,13378
19:52,HIK,13207
19:52,HKU,13377
19:52,HOK,13044
19:52,HOM,12471
19:52,HUH,11028
19:52,JOR,12508
19:52,KAT,13268
19:52,KET,13440
19:52,KOB,12437
19:52,KOT,10366
19:52,KOW,13358
19:52,KSR,13309
19:52,KWF,13188
19:52,KWH,13352
19:52,KWT,12688
19:52,LAK,11285
19:52,LAT,12590
19:52,LCK,12315
19:52,LET,13470
19:52,LHP,14679
19:52,LMC,14168
19:52,LOF,12483
19:52,LOP,13552
19:52,LOW,14144
19:52,MEF,10733
19:52,MKK,12634
19:52,MOK,9994
19:52,MOS,13743
19:52,NAC,11978
19:52,NOP,11879
19:52,NTK,12516
19:52,OCP,13039
19:52,OLY,13710
19:52,POA,13938
19:52,PRE,10450
19:52,QUB,11621
19:52,SHM,13105
19:52,SHS,13343
19:52,SHT,12765
19:52,SHW,13022
19:52,SIH,13801
19:52,SKM,12428
19:52,SKW,13232
19:52,SOH,13768
19:52,SSP,12318
19:52,STW,13145
19:52,SUN,13756
19:52,SUW,13032
19:52,SWH,13179
19:52,SYP,13345
19:52,TAK,12984
19:52,TAP,12778
19:52,TAW,11222
19:52,TIH,12413
19:52,TIK,11872
19:52,TIS,13558
19:52,TKO,13101
19:52,TKW,13042
19:52,TSH,13368
19:52,TST,12365
19:52,TSW,13443
19:52,TSY,12479
19:52,TUC,13954
19:52,TUM,13837
19:52,TWH,13440
19:52,TWO,12903
19:52,TWW,12721
19:52,UNI,12804
19:52,WAC,12316
19:52,WCH,13421
19:52,WHA,13602
19:52,WKS,13899
19:52,WTS,12492
19:52,YAT,11263
19:52,YMT,10114
19:52,YUL,13412
19:53,ADM,10261
19:53,AIR,13975
19:53,AUS,13108
19:53,AWE,14171
19:53,CAB,12432
19:53,CEN,11933
19:53,CHH,12413
19:53,CHW,13637
19:53,CIO,13176
19:53,CKT,13130
19:53,CSW,12388
19:53,DIH,11292
19:53,DIS,13710
19:53,ETS,13093
19:53,EXC,12921
19:53,FAN,13147
19:53,FOH,12576
19:53,FOT,12633
19:53,HAH,13667
19:53,HEO,13422
19:53,HFC,13388
19:53,HIK,13221
19:53,HKU,13391
19:53,HOK,13053
19:53,HOM,12485
19:53,HUH,11031
19:53,JOR,12520
19:53,KAT,13282
19:53,KET,13452
19:53,KOB,12437
19:53,KOT,10377
19:53,KOW,13364
19:53,KSR,13328
19:53,KWF,13198
19:53,KWH,13361
19:53,KWT,12695
19:53,LAK,11293
19:53,LAT,12599
19:53,LCK,12325
19:53,LET,13477
19:53,LHP,14687
19:53,LMC,14179
19:53,LOF,12489
19:53,LOP,13559
19:53,LOW,14156
19:53,MEF,10747
19:53,MKK,12640
19:53,MOK,9988
19:53,MOS,13754
19:53,NAC,11982
19:53,NOP,11881
19:53,NTK,12527
19:53,OCP,13052
19:53,OLY,13722
19:53,POA,13948
19:53,PRE,10462
19:53,QUB,11637
19:53,SHM,13120
19:53,SHS,13347
19:53,SHT,12775
19:53,SHW,13033
19:53,SIH,13821
19:53,SKM,12430
19:53,SKW,13247
19:53,SOH,13786
19:53,SSP,12320
19:53,STW,13151
19:53,SUN,13765
19:53,SUW,13039
19:53,SWH,13191
19:53,SYP,13356
19:53,TAK,12997
19:53,TAP,12793
19:53,TAW,11232
19:53,TIH,12415
19:53,TIK,11887
19:53,TIS,13575
19:53,TKO,13118
19:53,TKW,13052
19:53,TSH,13371
19:53,TST,12373
19:53,TSW,13457
19:53,TSY,12490
19:53,TUC,13967
19:53,TUM,13843
19:53,TWH,13450
19:53,TWO,12915
19:53,TWW,12734
19:53,UNI,12814
19:53,WAC,12329
19:53,WCH,13437
19:53,WHA,13614
19:53,WKS,13909
19:53,WTS,12510
19:53,YAT,11279
19:53,YMT,10121
19:53,YUL,13427
19:54,ADM,10258
19:54,AIR,13983
19:54,AUS,13118
19:54,AWE,14184
19:54,CAB,12451
19:54,CEN,11941
19:54,CHH,12423
19:54,CHW,13642
19:54,CIO,13179
19:54,CKT,13137
19:54,CSW,12396
19:54,DIH,11303
19:54,DIS,13719
19:54,ETS,13101
19:54,EXC,12938
19:54,FAN,13154
19:54,FOH,12589
19:54,FOT,12642
19:54,HAH,13678
19:54,HEO,13438
19:54,HFC,13399
19:54,HIK,13238
19:54,HKU,13407
19:54,HOK,13068
19:54,HOM,12496
19:54,HUH,11037
19:54,JOR,12535
19:54,KAT,13306
19:54,KET,13460
19:54,KOB,12448
19:54,KOT,10386
19:54,KOW,13377
19:54,KSR,13342
19:54,KWF,13209
19:54,KWH,13369
19:54,KWT,12707
19:54,LAK,11298
19:54,LAT,12606
19:54,LCK,12328
19:54,LET,13491
19:54,LHP,14693
19:54,LMC,14196
19:54,LOF,12504
19:54,LOP,13573
19:54,LOW,14163
19:54,MEF,10759
19:54,MKK,12649
19:54,MOK,9998
19:54,MOS,13770
19:54,NAC,12002
19:54,NOP,11884
19:54,NTK,12530
19:54,OCP,13069
19:54,OLY,13738
19:54,POA,13962
19:54,PRE,10478
19:54,QUB,11646
19:54,SHM,13130
19:54,SHS,13358
19:54,SHT,12784
19:54,SHW,13044
19:54,SIH,13831
19:54,SKM,12442
19:54,SKW,13255
19:54,SOH,13791
19:54,SSP,12338
19:54,STW,13163
19:54,SUN,13781
19:54,SUW,13051
19:54,SWH,13199
19:54,SYP,13365
19:54,TAK,13007
19:54,TAP,12805
19:54,TAW,11246
19:54,TIH,12422
19:54,TIK,11901
19:54,TIS,13585
19:54,TKO,13134
19:54,TKW,13065
19:54,TSH,13380
19:54,TST,12386
19:54,TSW,13465
19:54,TSY,12499
19:54,TUC,13978
19:54,TUM,13849
19:54,TWH,13462
19:54,TWO,12932
19:54,TWW,12744
19:54,UNI,12825
19:54,WAC,12330
19:54,WCH,13451
19:54,WHA,13626
19:54,WKS,13928
19:54,WTS,12521
19:54,YAT,11288
19:54,YMT,10143
19:54,YUL,13437
19:55,ADM,10266
19:55,AIR,13996
19:55,AUS,13128
19:55,AWE,14195
19:55,CAB,12456
19:55,CEN,11945
19:55,CHH,12433
19:55,CHW,13655
19:55,CIO,13193
19:55,CKT,13145
19:55,CSW,12410
19:55,DIH,11308
19:55,DIS,13726
19:55,ETS,13103
19:55,EXC,12950
19:55,FAN,13167
19:55,FOH,12599
19:55,FOT,12657
19:55,HAH,13696
19:55,HEO,13445
19:55,HFC,13413
19:55,HIK,13248
19:55,HKU,13418
19:55,HOK,13077
19:55,HOM,12506
19:55,HUH,11051
19:55,JOR,12546
19:55,KAT,13313
19:55,KET,13471
19:55,KOB,12458
19:55,KOT,10388
19:55,KOW,13384
19:55,KSR,13353
19:55,KWF,13225
19:55,KWH,13387
19:55,KWT,12719
19:55,LAK,11301
19:55,LAT,12620
19:55,LCK,12348
19:55,LET,13503
19:55,LHP,14697
19:55,LMC,14211
19:55,LOF,12518
19:55,LOP,13578
19:55,LOW,14173
19:55,MEF,10763
19:55,MKK,12655
19:55,MOK,10010
19:55,MOS,13781
19:55,NAC,12023
19:55,NOP,11901
19:55,NTK,12541
19:55,OCP,13077
19:55,OLY,13746
19:55,POA,13980
19:55,PRE,10471
19:55,QUB,11662
19:55,SHM,13136
19:55,SHS,13373
19:55,SHT,12797
19:55,SHW,13063
19:55,SIH,13844
19:55,SKM,12461
19:55,SKW,13265
19:55,SOH,13799
19:55,SSP,12345
19:55,STW,13178
19:55,SUN,13792
19:55,SUW,13066
19:55,SWH,13210
19:55,SYP,13379
19:55,TAK,13018
19:55,TAP,12815
19:55,TAW,11247
19:55,TIH,12436
19:55,TIK,11904
19:55,TIS,13596
19:55,TKO,13145
19:55,TKW,13070
19:55,TSH,13389
19:55,TST,12392
19:55,TSW,13474
19:55,TSY,12504
19:55,TUC,13995
19:55,TUM,13859
19:55,TWH,13480
19:55,TWO,12935
19:55,TWW,12753
19:55,UNI,12840
19:55,WAC,12348
19:55,WCH,13459
19:55,WHA,13640
19:55,WKS,13944
19:55,WTS,12522
19:55,YAT,11295
19:55,YMT,10144
19:55,YUL,13450
19:56,ADM,10275
19:56,AIR,14012
19:56,AUS,13149
19:56,AWE,14201
19:56,CAB,12465
19:56,CEN,11954
19:56,CHH,12440
19:56,CHW,13672
19:56,CIO,13207
19:56,CKT,13158
19:56,CSW,12414
19:56,DIH,11317
19:56,DIS,13746
19:56,ETS,13110
19:56,EXC,12955
19:56,FAN,13175
19:56,FOH,12602
19:56,FOT,12665
19:56,HAH,13710
19:56,HEO,13461
19:56,HFC,13429
19:56,HIK,13259
19:56,HKU,13426
19:56,HOK,13088
19:56,HOM,12518
19:56,HUH,11064
19:56,JOR,12559
19:56,KAT,13325
19:56,KET,13478
19:56,KOB,12467
19:56,KOT,10398
19:56,KOW,13403
19:56,KSR,13366
19:56,KWF,13235
19:56,KWH,13396
19:56,KWT,12731
19:56,LAK,11312
19:56,LAT,12630
19:56,LCK,12359
19:56,LET,13517
19:56,LHP,14710
19:56,LMC,14220
19:56,LOF,12531
19:56,LOP,13581
19:56,LOW,14182
19:56,MEF,10772
19:56,MKK,12665
19:56,MOK,10020
19:56,MOS,13794
19:56,NAC,12030
19:56,NOP,11912
19:56,NTK,12548
19:56,OCP,13086
19:56,OLY,13756
19:56,POA,13999
19:56,PRE,10472
19:56,QUB,11667
19:56,SHM,13153
19:56,SHS,13380
19:56,SHT,12809
19:56,SHW,13065
19:56,SIH,13854
19:56,SKM,12476
19:56,SKW,13274
19:56,SOH,13812
19:56,SSP,12357
19:56,STW,13190
19:56,SUN,13804
19:56,SUW,13076
19:56,SWH,13219
19:56,SYP,13396
19:56,TAK,13033
19:56,TAP,12825
19:56,TAW,11257
19:56,TIH,12454
19:56,TIK,11910
19:56,TIS,13602
19:56,TKO,13159
19:56,TKW,13087
19:56,TSH,13402
19:56,TST,12407
19:56,TSW,13488
19:56,TSY,12520
19:56,TUC,13999
19:56,TUM,13874
19:56,TWH,13491
19:56,TWO,12943
19:56,TWW,12758
19:56,UNI,12851
19:56,WAC,12354
19:56,WCH,13465
19:56,WHA,13646
19:56,WKS,13958
19:56,WTS,12535
19:56,YAT,11313
19:56,YMT,10149
19:56,YUL,13462
19:57,ADM,10286
19:57,AIR,14016
19:57,AUS,13159
19:57,AWE,14211
19:57,CAB,12469
19:57,CEN,11973
19:57,CHH,12455
19:57,CHW,13685
19:57,CIO,13214
19:57,CKT,13164
19:57,CSW,12428
19:57,DIH,11322
19:57,DIS,13758
19:57,ETS,13128
19:57,EXC,12967
19:57,FAN,13188
19:57,FOH,12613
19:57,FOT,12661
19:57,HAH,13721
19:57,HEO,13478
19:57,HFC,13439
19:57,HIK,13266
19:57,HKU,13438
19:57,HOK,13096
19:57,HOM,12526
19:57,HUH,11077
19:57,JOR,12561
19:57,KAT,13334
19:57,KET,13490
19:57,KOB,12483
19:57,KOT,10405
19:57,KOW,13411
19:57,KSR,13375
19:57,KWF,13252
19:57,KWH,13410
19:57,KWT,12742
19:57,LAK,11316
19:57,LAT,12640
19:57,LCK,12367
19:57,LET,13531
19:57,LHP,14722
19:57,LMC,14234
19:57,LOF,12542
19:57,LOP,13604
19:57,LOW,14194
19:57,MEF,10779
19:57,MKK,12673
19:57,MOK,10032
19:57,MOS,13811
19:57,NAC,12038
19:57,NOP,11922
19:57,NTK,12561
19:57,OCP,13098
19:57,OLY,13766
19:57,POA,14011
19:57,PRE,10491
19:57,QUB,11671
19:57,SHM,13167
19:57,SHS,13391
19:57,SHT,12822
19:57,SHW,13070
19:57,SIH,13861
19:57,SKM,12488
19:57,SKW,13287
19:57,SOH,13824
19:57,SSP,12370
19:57,STW,13202
19:57,SUN,13819
19:57,SUW,13085
19:57,SWH,13224
19:57,SYP,13403
19:57,TAK,13045
19:57,TAP,12834
19:57,TAW,11267
19:57,TIH,12470
19:57,TIK,11921
19:57,TIS,13617
19:57,TKO,13169
19:57,TKW,13098
19:57,TSH,13412
19:57,TST,12416
19:57,TSW,13499
19:57,TSY,12533
19:57,TUC,14006
19:57,TUM,13883
19:57,TWH,13498
19:57,TWO,12957
19:57,TWW,12770
19:57,UNI,12864
19:57,WAC,12366
19:57,WCH,13475
19:57,WHA,13653
19:57,WKS,13965
19:57,WTS,12547
19:57,YAT,11313
19:57,YMT,10163
19:57,YUL,13477
19:58,ADM,10297
19:58,AIR,14026
19:58,AUS,13167
19:58,AWE,14226
19:58,CAB,12472
19:58,CEN,11985
19:58,CHH,12470
19:58,CHW,13698
19:58,CIO,13225
19:58,CKT,13183
19:58,CSW,12445
19:58,DIH,11323
19:58,DIS,13768
19:58,ETS,13141
19:58,EXC,12971
19:58,FAN,13200
